median_house_value,prediction
192300.0,171260.0
100000.0,102510.0
232300.0,225340.0
500001.0,428460.3
95400.0,92270.0
288900.0,341130.1
67500.0,193010.0
287300.0,331360.1
55000.0,99900.0
170600.0,142910.0
86900.0,92850.0
267500.0,258700.0
56700.0,81520.0
500001.0,443530.2
95800.0,116960.0
163300.0,172500.0
64400.0,85920.0
313700.0,288550.0
184100.0,217850.0
112700.0,126480.0
261600.0,254330.0
139300.0,142450.0
273800.0,273320.0
87500.0,90550.0
250000.0,266950.0
209800.0,240890.0
156500.0,173420.0
205700.0,226010.0
95700.0,95090.0
233300.0,152760.0
265800.0,273460.0
143400.0,191550.0
118900.0,187520.0
452600.0,399770.1
45000.0,201570.0
239300.0,128630.0
181300.0,199680.0
137500.0,176850.0
59300.0,66760.0
235200.0,345230.0
165500.0,184880.0
77200.0,80140.0
312500.0,415930.2
359300.0,367670.0
189900.0,270130.0
444000.0,440830.3
126200.0,166120.0
103600.0,116500.0
340400.0,289230.0
139100.0,123990.0
319600.0,349570.1
182300.0,293100.1
135400.0,189600.0
190600.0,185000.0
50700.0,55430.0
217000.0,219090.0
136400.0,138940.0
174800.0,198380.0
265400.0,295840.0
276500.0,215960.0
159400.0,190220.0
244200.0,108430.0
235700.0,239980.0
184400.0,160570.0
213700.0,161940.0
337200.0,362680.0
192100.0,181660.0
258900.0,222920.0
82200.0,80470.0
352400.0,380940.2
250000.0,267950.0
83900.0,199720.2
159100.0,156810.0
82500.0,136520.0
118300.0,130150.0
141000.0,118580.0
91700.0,124720.0
165000.0,169220.0
350000.0,168970.0
500001.0,454350.5
287500.0,338210.0
193000.0,203700.0
194800.0,203290.0
223400.0,240780.0
500001.0,473520.6
186000.0,205130.0
137500.0,177430.0
112500.0,303960.0
230700.0,212570.0
58200.0,102970.0
240800.0,225920.0
114500.0,157780.0
324700.0,429560.5
209800.0,243530.0
361300.0,335490.0
224900.0,194460.0
141300.0,177530.0
160800.0,187530.0
209900.0,233690.0
112500.0,138160.0
142600.0,147760.0
366700.0,376190.4
86200.0,126840.0
75000.0,127570.0
151900.0,157050.0
79800.0,81200.0
480100.0,455090.5
162500.0,189830.0
500001.0,378690.3
157100.0,171640.0
163100.0,144720.0
90300.0,79230.0
265900.0,374330.2
128000.0,161030.0
146600.0,154550.0
361300.0,323450.0
223000.0,177140.0
297200.0,349120.0
209500.0,146860.0
252300.0,200990.0
298900.0,334490.0
189400.0,153310.0
320200.0,282410.0
391900.0,425070.3
213300.0,198820.0
239700.0,232310.0
97600.0,99330.0
260300.0,167790.0
157800.0,169600.0
143400.0,149650.0
241700.0,200800.0
378000.0,353830.0
355300.0,297450.1
100600.0,94570.0
144000.0,234770.1
189100.0,177140.0
87800.0,105890.0
59600.0,70900.0
158300.0,149290.0
190800.0,225430.0
215300.0,200990.0
322100.0,413000.3
165500.0,192230.0
88200.0,110840.0
226200.0,204130.0
130700.0,142740.0
132000.0,98940.0
500001.0,492350.7
123700.0,181970.0
500001.0,436830.3
82200.0,100690.0
112500.0,126710.0
88900.0,154060.0
52500.0,57860.0
109700.0,175250.0
115200.0,140950.0
239200.0,267490.0
114700.0,117680.0
269400.0,258240.0
137300.0,145890.0
138200.0,152180.0
153100.0,217730.0
288100.0,290470.0
161800.0,191020.0
105200.0,153070.0
80100.0,68950.0
139800.0,124700.0
106300.0,206670.0
184500.0,272130.0
255400.0,244880.0
236200.0,219240.0
251000.0,232570.0
128900.0,110440.0
262800.0,205060.0
500001.0,500001.0
72900.0,84700.0
184300.0,185300.0
111300.0,112420.0
377200.0,181500.0
180800.0,185290.0
158500.0,157410.0
80000.0,146490.0
174500.0,210480.0
84800.0,80200.0
267600.0,369620.0
71000.0,70730.0
142700.0,135400.0
202300.0,217140.0
218800.0,179610.0
183800.0,219220.0
151900.0,153860.0
168400.0,161590.0
208200.0,288900.2
195200.0,175640.0
85000.0,214610.0
136400.0,147680.0
350700.0,393480.0
246800.0,297960.0
81700.0,107830.0
62000.0,65120.0
201800.0,146970.0
229500.0,244810.0
124600.0,136230.0
122700.0,137900.0
163100.0,192890.0
185300.0,194230.0
218900.0,255910.0
128900.0,166480.0
158300.0,152150.0
164600.0,170030.0
231300.0,183650.0
267400.0,193250.0
206800.0,231310.0
98500.0,94640.0
122600.0,124390.0
93500.0,95360.0
123400.0,148180.0
186500.0,247680.0
290000.0,321550.0
500001.0,427900.4
109900.0,119270.0
115400.0,137930.0
210300.0,192530.0
183900.0,181740.0
290100.0,178140.0
418200.0,330470.3
225800.0,252800.0
416900.0,337420.0
107900.0,117790.0
252700.0,266160.0
57500.0,88410.0
244900.0,233730.0
107200.0,104820.0
219800.0,247670.0
238600.0,317710.0
95000.0,133430.0
49500.0,55120.0
330800.0,243430.0
310000.0,277630.0
48000.0,54870.0
195500.0,177570.0
204100.0,222210.0
231800.0,268060.0
212500.0,164710.0
146900.0,147290.0
214700.0,182980.0
370000.0,368020.3
133900.0,142950.0
240000.0,188040.0
193800.0,315470.0
182900.0,193660.0
192100.0,195260.0
450000.0,388370.0
104500.0,181140.1
442100.0,465510.7
344000.0,285660.0
258300.0,244540.0
162000.0,157090.0
177900.0,192320.0
275000.0,249940.2
213300.0,198890.0
275700.0,358430.0
54800.0,58120.0
296200.0,340240.0
142900.0,346930.1
227100.0,219250.0
213800.0,168970.0
86600.0,105260.0
178400.0,157520.0
144700.0,203110.0
239400.0,295790.1
278300.0,215480.0
65800.0,63950.0
136300.0,157740.0
49300.0,47570.0
478400.0,288050.0
125800.0,115560.0
98500.0,176990.0
219000.0,141220.1
115000.0,141890.0
284400.0,369310.1
244500.0,213060.0
226900.0,296390.1
95800.0,91120.0
362500.0,219970.0
118800.0,113610.0
183800.0,198170.0
115400.0,96370.0
161800.0,136450.0
303600.0,294680.0
52300.0,72620.0
157800.0,157580.0
357000.0,346050.0
144800.0,136900.0
309100.0,244010.0
167500.0,167900.0
101500.0,81320.0
97300.0,83240.0
154800.0,153700.0
175000.0,188640.0
89600.0,106150.0
171200.0,186090.0
214300.0,131370.0
223700.0,190630.0
165100.0,162060.0
96800.0,136090.0
500001.0,500001.0
81400.0,75520.0
362500.0,403690.3
101100.0,109500.0
143100.0,236120.0
188500.0,239320.0
172200.0,201440.0
500000.0,434460.4
93800.0,101730.0
62300.0,60570.0
123000.0,142360.0
93300.0,116810.0
412500.0,311030.2
148500.0,78660.0
149300.0,159600.0
197900.0,203190.0
87500.0,86150.0
119800.0,120970.0
186600.0,198880.0
239700.0,163430.0
153300.0,127500.0
114300.0,122630.0
293800.0,274690.0
274100.0,331690.0
158000.0,278710.0
262500.0,241500.0
162000.0,170800.0
402900.0,420010.3
366200.0,411540.3
271100.0,264620.0
161500.0,161260.0
264700.0,397390.2
252400.0,316650.0
242100.0,188210.0
94400.0,111930.0
182700.0,189160.0
145200.0,164270.0
151700.0,169650.0
260000.0,365320.0
205000.0,234330.0
156300.0,210220.0
69700.0,64510.0
210900.0,238390.0
143300.0,171310.0
215400.0,218380.0
500001.0,400150.5
70800.0,112080.0
127600.0,148690.0
284900.0,275640.0
93800.0,77060.0
460000.0,381590.2
22500.0,143750.1
218000.0,198750.0
65600.0,82720.0
500001.0,475190.5
183700.0,202500.1
76700.0,108880.0
146200.0,131780.0
500001.0,484620.7
146900.0,223820.0
121900.0,148030.0
191800.0,160010.0
346800.0,400970.1
247900.0,221140.0
482900.0,390580.5
252500.0,286210.0
287500.0,231800.0
71900.0,70020.0
91200.0,260910.1
141100.0,109060.0
232000.0,321920.0
196900.0,152830.0
433300.0,387820.4
284100.0,401320.3
146800.0,246550.1
329800.0,399730.2
168800.0,219980.0
75000.0,94280.0
148200.0,109790.0
177000.0,194670.0
45100.0,62920.0
196100.0,201960.0
281500.0,209060.0
146900.0,228440.2
235100.0,287210.0
205200.0,209620.0
212800.0,272990.1
207900.0,270630.0
375000.0,287780.1
277300.0,267240.0
272400.0,322770.0
72600.0,84030.0
334000.0,334620.0
104800.0,136220.0
215700.0,257410.0
124300.0,115460.0
274100.0,270050.0
118100.0,136750.0
319200.0,316590.0
216500.0,270660.0
145800.0,116830.0
500001.0,500001.0
102300.0,113670.0
164400.0,212410.0
102300.0,139070.0
159900.0,184540.0
390000.0,343550.0
122100.0,121540.0
234300.0,287030.0
88800.0,86080.0
66900.0,68430.0
350000.0,197680.0
166300.0,186140.0
158200.0,172400.0
359400.0,312650.3
361700.0,412420.5
202100.0,192890.0
150000.0,358960.3
244100.0,317440.0
266100.0,219520.0
123200.0,148880.0
155800.0,130590.0
221500.0,221630.0
175900.0,171150.0
380000.0,339450.0
139500.0,123870.0
85000.0,168330.0
154500.0,228050.0
500001.0,497770.9
426100.0,467780.7
92400.0,120040.0
162500.0,470000.6
113700.0,157270.0
131200.0,178650.0
358800.0,279590.0
189700.0,200600.0
500001.0,437970.6
91700.0,102740.0
112500.0,224520.1
292100.0,271850.0
281700.0,299770.0
380300.0,424240.5
301200.0,338470.0
67500.0,66240.0
367100.0,292990.0
116700.0,127880.0
160600.0,138130.0
121600.0,192770.0
333700.0,338900.0
173800.0,321530.0
334000.0,332790.0
50600.0,50240.0
241800.0,254610.0
201800.0,200250.0
115700.0,111530.0
177900.0,135090.0
213100.0,193870.0
48300.0,56210.0
339100.0,366490.0
70700.0,68220.0
500001.0,492000.8
84600.0,102040.0
122300.0,209630.0
144300.0,116940.0
147500.0,143580.0
82500.0,76970.0
346100.0,217140.0
207100.0,199500.0
285600.0,275830.0
198400.0,253380.3
165000.0,250500.0
500001.0,400180.1
112500.0,120740.0
261400.0,378650.0
305400.0,286680.0
100000.0,153540.0
85000.0,110580.0
105800.0,77480.0
210300.0,162540.0
93800.0,100260.0
107500.0,125780.0
109000.0,137990.0
190300.0,280450.1
108700.0,174580.0
179800.0,193860.0
221900.0,241710.1
115800.0,141600.0
55600.0,95360.0
158700.0,161360.0
342900.0,326800.1
109400.0,144170.0
113900.0,127380.0
165400.0,167490.0
224400.0,306760.0
118600.0,138520.0
500001.0,492390.9
170100.0,162550.0
51400.0,71610.0
90700.0,145220.0
110300.0,112600.0
146400.0,121330.0
248100.0,217610.0
410200.0,313380.1
142500.0,136780.0
190200.0,196260.0
500001.0,500001.0
247000.0,228510.0
121400.0,195270.0
289100.0,294520.0
134700.0,160790.0
150600.0,119060.0
210200.0,191170.0
370200.0,407090.0
175000.0,138390.0
73300.0,69560.0
500001.0,416410.5
324600.0,410290.2
230400.0,246530.0
114900.0,158690.0
145900.0,153790.0
335300.0,337560.0
164900.0,200130.0
334100.0,246240.0
175000.0,223680.0
157100.0,175280.0
250000.0,204570.0
183100.0,111630.0
94200.0,88800.0
62100.0,75560.0
234400.0,240160.0
86000.0,173020.0
216500.0,146550.0
93100.0,100030.0
122400.0,125550.0
258200.0,386040.2
73200.0,95750.0
114400.0,126510.0
218800.0,116890.0
229100.0,313650.0
386400.0,484000.8
330000.0,262560.0
215900.0,188300.0
88100.0,102370.0
398900.0,273170.0
65600.0,91320.0
425800.0,486630.8
120200.0,136990.0
163500.0,266440.0
341700.0,322190.0
199600.0,228430.0
177200.0,182410.0
254800.0,229590.0
150000.0,106470.0
258300.0,213250.0
83300.0,99700.0
166300.0,111390.0
416500.0,357370.3
106400.0,111650.0
158300.0,203420.0
104900.0,112430.0
358000.0,324620.0
172700.0,316430.1
99600.0,108320.0
44000.0,70930.0
500001.0,332990.2
212500.0,289930.0
127000.0,110380.0
500001.0,232900.0
162800.0,167790.0
191000.0,173840.0
74200.0,142420.0
109700.0,98900.0
69800.0,53530.0
43700.0,49170.0
157300.0,160840.0
227500.0,249330.0
123200.0,208920.0
368100.0,303640.0
82100.0,94120.0
193800.0,214940.0
120700.0,117680.0
162000.0,167600.0
500001.0,500001.0
111500.0,148810.0
213000.0,193040.0
262100.0,331960.1
104200.0,92850.0
161000.0,128820.0
318900.0,271630.0
313400.0,253490.0
73400.0,278610.0
252800.0,217720.0
237900.0,262680.0
60200.0,101380.0
379600.0,485780.7
480600.0,289100.2
485300.0,459660.5
246700.0,247770.0
212500.0,209210.0
500001.0,464300.6
194900.0,194160.0
298100.0,309590.1
209100.0,153810.0
267400.0,248990.0
159700.0,115000.0
149700.0,156400.0
110800.0,124050.0
193500.0,231240.0
75400.0,92630.0
57600.0,70390.0
295200.0,288590.0
155500.0,261640.0
173800.0,188540.0
123400.0,104520.0
197500.0,154760.0
152400.0,241080.0
224600.0,225290.0
500001.0,301710.0
117600.0,104580.0
216100.0,229810.0
178200.0,177990.0
500001.0,386130.0
81900.0,109770.0
175400.0,164210.0
65600.0,87830.0
169800.0,174540.0
500001.0,497710.9
74000.0,76970.0
215700.0,192370.0
320800.0,229670.0
78800.0,75810.0
307000.0,279930.0
152100.0,141850.0
72500.0,74040.0
379700.0,263060.0
82100.0,99570.0
184000.0,197390.0
81400.0,154330.0
80000.0,276600.3
120600.0,163190.0
145000.0,178680.0
72400.0,75230.0
310000.0,406740.5
500001.0,152250.1
305100.0,329750.0
62800.0,70630.0
435700.0,342180.0
60000.0,59560.0
76900.0,71360.0
130800.0,118740.0
117600.0,159730.0
157600.0,179720.0
223300.0,220430.0
282100.0,150930.0
122500.0,148560.0
500001.0,284990.0
117800.0,149390.0
84400.0,152630.0
152900.0,222930.1
54100.0,50230.0
137500.0,156850.0
124200.0,144370.0
136700.0,125770.0
246700.0,295110.0
68900.0,58450.0
167400.0,183650.0
185900.0,203360.0
333300.0,267290.0
121500.0,137490.0
137500.0,97560.0
137900.0,84420.0
190000.0,180540.0
348000.0,324900.0
139800.0,185920.0
297900.0,294530.0
312400.0,234820.0
191700.0,191900.0
140300.0,148810.0
98300.0,131030.0
81600.0,70840.0
75000.0,306440.3
341700.0,336140.0
315300.0,323240.0
500001.0,495870.7
226800.0,251440.0
171500.0,197870.0
257600.0,232480.0
271400.0,278010.0
159100.0,141490.0
161700.0,176680.0
93500.0,88150.0
95300.0,84080.0
147000.0,103810.0
170700.0,194270.0
73100.0,83490.0
134400.0,162060.0
137500.0,237580.0
382100.0,238070.0
52500.0,76410.0
284200.0,325800.0
145600.0,127910.0
66400.0,71250.0
95300.0,77930.0
210900.0,195100.0
289900.0,217610.0
213600.0,211570.0
270000.0,492000.9
85500.0,99010.0
153300.0,98820.0
133300.0,147840.0
220800.0,208960.0
110300.0,100100.0
72100.0,151990.0
65500.0,87560.0
93600.0,135540.0
321800.0,312180.1
244000.0,232800.0
253200.0,252860.0
347500.0,482000.5
363800.0,420970.2
160800.0,167320.0
256300.0,255190.0
234600.0,229310.0
442100.0,474990.6
308800.0,346240.0
180700.0,187710.0
330900.0,341030.0
339100.0,251610.0
183700.0,191990.0
229400.0,199960.0
158200.0,163020.0
153600.0,141610.0
210900.0,150660.0
314800.0,321070.0
185500.0,227600.0
123600.0,138240.0
91700.0,79330.0
90600.0,175950.0
136600.0,183200.0
143000.0,118980.0
242100.0,213490.0
135700.0,172430.0
141500.0,142670.0
500001.0,500001.0
500001.0,369020.1
57700.0,59090.0
253500.0,254670.0
92800.0,104790.0
141400.0,182020.0
81700.0,112970.0
71100.0,78870.0
73700.0,70570.0
119600.0,153070.0
187500.0,216560.0
94800.0,133690.0
117500.0,441040.5
144600.0,132770.0
332500.0,246030.0
290900.0,264470.0
147100.0,113390.0
153500.0,182420.0
236300.0,248550.0
150000.0,193360.0
135700.0,147450.0
312500.0,366150.0
103800.0,102110.0
68500.0,99540.0
127800.0,143670.0
93600.0,128310.0
295300.0,246660.1
250000.0,321180.0
71700.0,83210.0
156900.0,112750.0
217500.0,194660.0
114200.0,101570.0
225000.0,205630.0
361000.0,280360.0
96200.0,114370.0
198200.0,195430.0
171800.0,207740.0
61900.0,73430.0
275000.0,262290.0
178300.0,175560.0
286500.0,253180.0
67500.0,133250.0
143400.0,163490.0
270600.0,327080.1
181800.0,180480.0
162500.0,153010.0
214100.0,210800.0
312500.0,228270.1
170900.0,268950.0
185500.0,196560.0
253400.0,268810.0
247800.0,243320.0
214400.0,194010.0
330500.0,222180.0
105900.0,99310.0
415800.0,355760.2
75000.0,98470.0
62100.0,107340.0
98100.0,131780.0
427500.0,436380.6
218400.0,227820.0
275000.0,455880.5
221300.0,235290.1
375400.0,288590.0
151900.0,225660.0
139400.0,172690.0
148100.0,169930.0
327500.0,277540.0
87500.0,126540.0
188000.0,192870.0
121900.0,172720.0
139800.0,156440.0
500001.0,479330.6
325000.0,137160.0
195800.0,160550.0
285800.0,374920.0
204800.0,218670.0
153400.0,157040.0
185400.0,213810.0
